,Description,Category,Meta_Url,Source Code,Repository,Languages
149, The Stormpath Ruby Sample Code by Stormpath details how to integrate the Stormpath API in Ruby applications. It demonstrates web applications (built with Sinatra and Rails) with different user models.,"Security, Cloud, Identity",https://www.programmableweb.com/sample-source-code/stormpath-ruby-sample-code-stormpath,https://github.com/stormpath/stormpath-ruby-samples,,Ruby
150," The Backendless .NET Sample Code by Backendless details how to integrate the Backendless API in .NET applications. It demonstrates several functions such as the messaging service, and the geolocation service.","Backend, Applications, Backend-as-a-Service, Cloud, Mobile",https://www.programmableweb.com/sample-source-code/backendless-.net-sample-code-backendless,https://github.com/Backendless/.NET-SDK/tree/master/Samples,,.Net
151," The Backendless ActionScript Sample Code by Backendless details how to integrate the Backendless API in ActionScript applications. It demonstrates several functions such as the messaging service, and the geolocation service.","Backend, Applications, Backend-as-a-Service, Cloud, Mobile",https://www.programmableweb.com/sample-source-code/backendless-actionscript-sample-code-backendless,https://github.com/Backendless/ActionScriptSDK/tree/master/examples,,ActionScript
152," The Backendless Android Sample Code by Backendless details how to integrate the Backendless API in Android applications. It demonstrates several functions such as ""getMessage"".","Backend, Applications, Backend-as-a-Service, Cloud, Mobile",https://www.programmableweb.com/sample-source-code/backendless-android-sample-code-backendless,https://github.com/Backendless/Android-Samples,,Java
153, The Backendless JavaScript Sample Code by Backendless details how to integrate the Backendless API in JavaScript applications. It demonstrates several functions such as the geolocation service.,"Backend, Applications, Backend-as-a-Service, Cloud, Mobile",https://www.programmableweb.com/sample-source-code/backendless-javascript-sample-code-backendless,https://github.com/Backendless/JS-Examples,,JavaScript
154," Fortytwo IM Gateway REST Java Sample Codes by Fortytwo provides developers with samples to make simplest request, multi destination, viber only with SMS fallback, multi IM channels with SMS fallback, and more.","Telephony, Customer Relationship Management, Customer Service, Messaging, Mobile",https://www.programmableweb.com/sample-source-code/fortytwo-im-gateway-rest-java-sample-code-fortytwo,https://www.fortytwo.com/apis/sms-gateway-rest-api/samples/,,Java
155," Fortytwo SMS Gateway REST Java Sample Codes by Fortytwo provide developers samples to make simplest requests, multi destination + multipart (GSM7), binary message, custom Key-Value replacements in message per destination.","Telephony, Customer Relationship Management, Customer Service, Marketing, Mobile",https://www.programmableweb.com/sample-source-code/fortytwo-sms-gateway-rest-java-sample-code-fortytwo,https://www.fortytwo.com/apis/sms-gateway-rest-api/samples/,,Java
156," The Backendless iOS Sample Code by Backendless details how to integrate the Backendless API in iOS applications. It demonstrates several functions such as ""PushNotify"" and ""VideoService"".","Backend, Applications, Backend-as-a-Service, Cloud, Mobile",https://www.programmableweb.com/sample-source-code/backendless-ios-sample-code-backendless,https://github.com/Backendless/iOS-Samples,,"Objective-C, Swift"
157, The MangoPay Python Sample Code by MangoPay details how to integrate the MangoPay API by using Python. It shows functions such as importing a client's bank information from the API.,"Payments, eCommerce, Financial",https://www.programmableweb.com/sample-source-code/mangopay-python-sample-code-mangopay,https://github.com/Mangopay/mangopay2-python-sdk#sample-usage,,Python
158," The MercadoLibre Ruby Sample Code by MercadoLibre shows how to make different API calls by using the Ruby SDK. Functions such as ""login"" and ""post"" are exemplified.",eCommerce,https://www.programmableweb.com/sample-source-code/mercadolibre-ruby-sample-code-mercadolibre,https://github.com/mercadolibre/ruby-sdk/tree/master/examples,,Ruby
159," The MercadoLibre Python Sample Code by MercadoLibre shows how to make different API calls by using the Python SDK. Functions such as ""delete"" and ""get"" are demonstrated.",eCommerce,https://www.programmableweb.com/sample-source-code/mercadolibre-python-sample-code-mercadolibre,https://github.com/mercadolibre/python-sdk/tree/master/examples,,Python
160," The MercadoLibre PHP Sample Code by MercadoLibre shows how to make different API calls by using the PHP SDK. Functions such as ""login"" and ""list_item"" are demonstrated.",eCommerce,https://www.programmableweb.com/sample-source-code/mercadolibre-php-sample-code-mercadolibre,https://github.com/mercadolibre/php-sdk/tree/master/examples,,PHP
161, Teamwork Java Sample Code by Teamwork provides developers sample codes in Java to work with the TeamworkPM API.,Project Management,https://www.programmableweb.com/sample-source-code/teamwork-java-sample-code-teamwork,http://developer.teamwork.com/java,,Java
162, Teamwork Air Sample Code by Teamwork provides developers sample codes in Adobe Air to work with the TeamworkPM API.,Project Management,https://www.programmableweb.com/sample-source-code/teamwork-air-sample-code-teamwork,http://developer.teamwork.com/air_flex,,Adobe Air
163, Teamwork Coldfusion Sample Code by Teamwork provides developers sample codes in ColdFusion to work with the TeamworkPM API.,Project Management,https://www.programmableweb.com/sample-source-code/teamwork-coldfusion-sample-code-teamwork,http://developer.teamwork.com/coldfusioncodesamples,,ColdFusion
164," Scandit provides a sample code in C language to demonstrate how to load images from disk, initialize a barcode scanner, and handle recognized results.","Scanning, Barcodes, SDK",https://www.programmableweb.com/sample-source-code/scandit-barcode-detector-c-sample-code-scandit,http://docs.scandit.com/stable/c_api/_scandit_native_barcode_scanner_demo_8c-exa...,,C
165, WorldTidesLib Java Sample Code by FaMe IT contains a library to calculate tidal predictions and extremes (high and low tide) from the tidal constituents that can be retrieved from http://www.worldtides.info,"Nature, Data-as-a-Service, Geography, Marine, Predictions, Time, Water",https://www.programmableweb.com/sample-source-code/worldtideslib-java-sample-code-fame-it,https://github.com/FaMe-IT/WorldTidesLib,,Java
166," The Recorded Future Python Sample Code by Recorded Future shows features to look up for attackers, malware, and cyber attacks. Useful to prevent vulnerability when integrating the intelligence API into analytics applications.","Intelligence, Analytics, Real Time",https://www.programmableweb.com/sample-source-code/recorded-future-python-sample-code-recorded-future,https://code.google.com/p/recordedfuture/source/browse/#svn%2Ftrunk%2Fpython-exa...,,Python
167," The Recorded Future Java Sample Code by Recorded Future demonstrates how to work with the API, aiming to offer developers the tools to implement apps with intelligence features. Read only. Samples in JAR file available in Google Code. By author Evan Sparks.","Intelligence, Analytics, Real Time",https://www.programmableweb.com/sample-source-code/recorded-future-java-sample-code-recorded-future,https://code.google.com/p/recordedfuture/source/browse/#svn%2Ftrunk%2Fjava-examp...,,Java
168, The Imgur Objective-C Sample Code by Imgur demonstrates how to make API calls in iOS and OS X applications. ImgurSession works with OAuth 2.0 and also with anonymous sessions. Visual example available at http://imgur.com/gallery/63Gv6,"Photos, Community, Social",https://www.programmableweb.com/sample-source-code/imgur-objective-c-sample-code-imgur,https://github.com/geoffmacd/ImgurSession,,
169," The Imgur Android Sample Code by Imgur demonstrates how to use the API on Android. Calls are made using Retrofit, a REST client for Android and Java. Configuration available using Android studio. By Anthony Kiniyalocts.","Photos, Community, Social",https://www.programmableweb.com/sample-source-code/imgur-android-sample-code-anthony-kiniyalocts,https://github.com/AKiniyalocts/imgur-android,,Java
170," This SMSAPI PHP Sample Code by SMSAPI explains how to send SMS messages, and how to send SMS messages by using the POST method.","Messaging, Business, Marketing, Mobile",https://www.programmableweb.com/sample-source-code/smsapi-php-sample-code-smsapi,https://www.smsapi.com/rest,,PHP
171," With the CallRail PHP Sample Code by CallRail, developers can learn how to interact with the API by reading lines of code. Examples demonstrate how to replace with an Api Key, examine metadata from the response, and loop through companies. CallRail offers telephony as a main service, providing in addition messaging, transcription, and voice solutions to enterprises.","Telephony, Analytics, Messaging, Transcription",https://www.programmableweb.com/sample-source-code/callrail-php-sample-code-callrail,http://apidocs.callrail.com/examples/php/,,PHP
172," The CallRail Ruby Sample Code by CallRail demonstrates how to interact with the API telephony features. Examples show how to replace with an API Key, request a list of companies, parse the JSON response, examine metadata from the response, access the array of companies, and loop through companies.","Telephony, Analytics, Messaging, Transcription",https://www.programmableweb.com/sample-source-code/callrail-ruby-sample-code-callrail,http://apidocs.callrail.com/examples/ruby/,,Ruby
173," The Google Classroom JavaScript Sample Code by Google helps developers to study the API interaction for educational integration projects. A quick start guide shows how to enable the Classroom API, set up the sample, and run the sample. Documentation is available for further development.","Education, Accounts, Collaboration, Domains",https://www.programmableweb.com/sample-source-code/google-classroom-javascript-sample-code-google,https://developers.google.com/classroom/quickstart/js,,JavaScript
174," The Google Classroom iOS Sample Code by Google demonstrates how to interact with the API. This quick start guide explains how to enable the Classroom API, download the client library, prepare the project, set up the sample, and run the sample.","Education, Accounts, Collaboration, Domains",https://www.programmableweb.com/sample-source-code/google-classroom-ios-sample-code-google,https://developers.google.com/classroom/quickstart/ios,,Objective-C
175," With the Google Classroom Android Sample Code by Google, developers can study how to work with the API features of accounts, collaboration, and domain for educational integration purposes in Java. References demonstrate how to acquire a SHA1 fingerprint, enable the classroom API, create a new Android project, configure the project, add source files, and run the app.","Education, Accounts, Collaboration, Domains",https://www.programmableweb.com/sample-source-code/google-classroom-android-sample-code-google,https://developers.google.com/classroom/quickstart/android,,Java
176," The Google Classroom .NET Sample Code by Google demonstrates how to interact with the API in a quick start guide. Contents explain how to enable the Classroom API, prepare the project, set up the sample, and run the sample. Documentation available for further development.","Education, Accounts, Collaboration, Domains",https://www.programmableweb.com/sample-source-code/google-classroom-.net-sample-code-google,https://developers.google.com/classroom/quickstart/dotnet,,.Net
177," The Evernote Java Sample Code by Evernote shows how to make several API calls by using Java. Normally, Evernote requires the use of OAuth authorization, but a developer Token can be used as well. This Sample Code demonstrates a way by which developers can integrate the Evernote API into their applications.","Personal Information Management, Classification, Mobile, Notes, Office",https://www.programmableweb.com/sample-source-code/evernote-java-sample-code-evernote,https://github.com/evernote/evernote-sdk-java/tree/master/sample,,Java
178, The Glidera Java Sample Code by Glidera shows how to buy Bitcoin by using Java. This Sample Code demonstrates a way by which developers can integrate the Glidera API into their applications.,"Cryptocurrency, eCommerce",https://www.programmableweb.com/sample-source-code/glidera-java-sample-code-glidera,https://www.glidera.io/documentation#exampleCode,,Java
179, The WhatIsMyBrowser.com JavaScript Sample Code by WhatIsMyBrowser.com describes how to process a user agent string. This Sample Code specifies a way by which developers can integrate the WhatIsMyBrowser.com API into their applications.,"Browsers, Parsing",https://www.programmableweb.com/sample-source-code/whatismybrowser.com-javascript-sample-code-whatismybrowser.com,https://developers.whatismybrowser.com/sample-code,,JavaScript
180, The WhatIsMyBrowser.com PHP Sample Code by WhatIsMyBrowser.com describes how to process a user agent string. This Sample Code specifies a way by which developers can integrate the WhatIsMyBrowser.com API into their applications.,"Browsers, Parsing",https://www.programmableweb.com/sample-source-code/whatismybrowser.com-php-sample-code-whatismybrowser.com,https://developers.whatismybrowser.com/sample-code,,PHP
181," Skyttle Sentiment and Keywords Python Sample Code by Skyttle contains information about parameter request with three separate API calls, responses with annotated XML tags, and sentiment recognition with keyword extraction.","Sentiment, Analytics, Extraction, Keywords",https://www.programmableweb.com/sample-source-code/skyttle-sentiment-and-keywords-python-sample-code-skyttle,https://skyttleapi.wordpress.com/2013/12/06/finding-sentiment-associated-with-en...,,Python
182, Skyttle Sentiment Analysis Python Sample Code by Skyttle presents how to analyze sentiment working with the API. Contains steps to detect positive and negative attitudes of any given text. Also provides Python parameters request and JSON response fields.,"Sentiment, Analytics",https://www.programmableweb.com/sample-source-code/skyttle-sentiment-analysis-python-sample-code-skyttle,https://skyttleapi.wordpress.com/2013/12/06/8/,,Python
183," The Google DoubleClick Python Sample Code by Google is available on the Google Ads' GitHub site. In the same place developers can find examples that demonstrate DoubleClick interaction, they can also find a client library for AdWords, OAuth 2.0 integration, and both libraries for Advertisers API and Publishers API.","Advertising, Campaigns",https://www.programmableweb.com/sample-source-code/google-doubleclick-python-sample-code-google,http://googleads.github.io/googleads-python-lib/,,Python
184," Google offers a sample code in PHP language to demonstrate the interaction with the DoubleClick API. This resource contains elements to study book-keeping, reports, and statements. What the API can do for developers is to integrate advertising campaigns features into mobile and web applications. Ads and AdWords are two additional APIs that could be of help when planning mobile monetization strategies.","Advertising, Campaigns",https://www.programmableweb.com/sample-source-code/google-doubleclick-php-sample-code-google,http://googleads.github.io/googleads-php-lib/Dfp/,,PHP
185," The Google DoubleClick .NET Sample Code by Google demonstrates how to work with the API, with Ads, and with AdWords, three components that aim to facilitate the integration with DoubleClick's advertising features. To learn more, visit https://www.doubleclickbygoogle.com/solutions/revenue-management/dfp/","Advertising, Campaigns",https://www.programmableweb.com/sample-source-code/google-doubleclick-.net-sample-code-google,https://googleads.github.io/googleads-dotnet-lib/,,.Net
186, Google DoubleClick for publishers features a sample code in Java language to demonstrate the interaction with the API. Functionalities of the API are related to advertising campaigns across all screens. Capabilities of the API include an integrated sales management platform that aims to simplify selling and booking.,"Advertising, Campaigns",https://www.programmableweb.com/sample-source-code/google-doubleclick-java-sample-code-google,http://googleads.github.io/googleads-java-lib/2.2.0/index.html,,Java
187," Better Doctor helps developers to find out how to integrate a list of insurance providers and plans, using a JavaScript Sample Code. With 3 main classifications: name, user identifier, and category, applications in websites and mobile phones could simplify healthcare search.","Healthcare, Health, Insurance",https://www.programmableweb.com/sample-source-code/better-doctor-list-insurance-providers-and-plans-javascript-sample-code-better-doctor,https://developer.betterdoctor.com/code-samples,,JavaScript
188," The Better Doctor List Conditions JavaScript sample code aims to facilitate the search of understanding and solutions according to patient's condition. The example displays results with overview, causes, symptoms, treatment, and prevention. Resources include national institutions such as Mayo Clinic, National Institute of Arthritis, and American Academy of Dermatology in the case of acne, the first case.","Healthcare, Health, Insurance",https://www.programmableweb.com/sample-source-code/better-doctor-list-conditions-javascript-sample-code-better-doctor,https://developer.betterdoctor.com/code-samples,,JavaScript
189," Better Doctor List Specialties JavaScript sample code provides code to integrate medical concentrations into websites and mobile applications. Besides the JavaScript sample, the specialties' results display unique identifier, name, category, description, actor, and actors. In the case of acupuncture, the uid would be acupuncturist, the name, acupuncture, the category, medical, the actor, acupuncturist, and the actors, acupuncturists. Includes short description of each specialty.","Healthcare, Health, Insurance",https://www.programmableweb.com/sample-source-code/better-doctor-list-specialties-javascript-sample-code-better-doctor,https://developer.betterdoctor.com/code-samples,,JavaScript
190," Better Doctor intends to facilitate physician search with the sample code in JavaScript language. Besides the code, the illustrated example shows name of doctor, star reviews, title, and picture. If the link is clicked, it automatically redirects to the doctor's page which includes contact info, insurance verification, map, biography, and Yelp reviews.","Healthcare, Health, Insurance",https://www.programmableweb.com/sample-source-code/better-doctor-search-javascript-sample-code-better-doctor,https://developer.betterdoctor.com/code-samples,,JavaScript
191," The Google Nearby Java sample code by Google demonstrates how to use the Nearby Connections API with the purpose to connect 2 devices and send messages. It contains steps to build and run the project. Additional resource includes a link to the API. Authored on GitHub by Sam Stern, Developer Programs Engineer at Google.","Localization, Collaboration, Games",https://www.programmableweb.com/sample-source-code/google-nearby-java-sample-code-google,https://github.com/googlesamples/android-nearby/tree/master/connections-quicksta...,,Java
192," Yahoo offers the Python sample code to illustrate the interaction with the API web services. The file, that downloads automatically, offers Python class with test cases for Y! Mail and Y! Photos. With the goal to serve better the developer community, Yahoo! invites to migrate projects to IMAP. Get in touch at imap-service@yahoo-inc.com.","Mail, Messaging, Notifications",https://www.programmableweb.com/sample-source-code/yahoo-mail-python-sample-code-yahoo,https://developer.yahoo.com/mail/code/,,Python
193," Yahoo! offers a PERL sample code to demonstrate the interaction with API web services. This file downloads automatically to a computer and the contents include Perl class with test cases for Y! Mail and Y! Photos. Beginning 2015, Yahoo! will migrate projects from the previous API to IMAP service, due to popularity among developers and change to OAuth2. Request more information at imap-service@yahoo-inc.com","Mail, Messaging, Notifications",https://www.programmableweb.com/sample-source-code/yahoo-mail-perl-sample-code-yahoo,https://developer.yahoo.com/mail/code/,,PERL
194," The Yahoo! Mail Java sample code by Yahoo! downloads automatically from the official site. Although this example is valid to communicate with the API, Yahoo soon will migrate projects to IMAP to to a change of authentication from OAuth1 to OAuth2. For more information, send e-mail to imap-service@yahoo-inc.com","Mail, Messaging, Notifications",https://www.programmableweb.com/sample-source-code/yahoo-mail-java-sample-code-yahoo,https://developer.yahoo.com/mail/code/,,Java
195," The Yahoo! Mail C# sample code by Yahoo! demonstrates how to communicate with web service. It requires
Yahoo! Mail WSDL. The Yahoo! Mail API uses OAuth as authentication method. Developers who have worked in the past with this API, can contact Yahoo! to migrate their projects to IMAP. Send e-mail to imap-service@yahoo-inc.com","Mail, Messaging, Notifications",https://www.programmableweb.com/sample-source-code/yahoo-mail-c-sample-code-yahoo,https://developer.yahoo.com/mail/code/,,C#
196," The API.AI Unity sample code shows how to use the plugin with the goal to develop applications with natural language processing features. The API.AI uses voices commands and dialog scenarios. Such tools could simplify voice recognition and machine learning projects. For more information about the API, visit http://api.ai/","Natural Language Processing, Machine Learning, Recognition",https://www.programmableweb.com/sample-source-code/api.ai-unity-sample-code-api.ai,https://github.com/api-ai/api-ai-unity-sample,,Unity
197," The MailChimp Ruby sample code by Jesse demonstrates how to set up a development environment, interact with the API, and display results. It provides installation, with steps to either clone the repository or download the code example. It also offers to run dependencies, edit with the Api Key, and run with rails server.","Email, Business, Marketing",https://www.programmableweb.com/sample-source-code/mailchimp-ruby-sample-code-jesse,https://github.com/mailchimp/mcapi2-ruby-examples,,Ruby
198," The MailChimp Python sample code by Jesse displays how to interact with the API capabilities of e-mail marketing. With this tool, developers can study how to set up a wrapper, make API calls, and consume results in Python language. To interact with the sample, clone the repository and add the commands available on GitHub. Next, enter the Api Key and run the test.","Email, Business, Marketing",https://www.programmableweb.com/sample-source-code/mailchimp-python-sample-code-jesse,https://github.com/mailchimp/mcapi2-python-examples,,Python
199," Official Walk Score JavaScript Sample Code. It demonstrates how to interact with the AJAX API, providing an overview with resources to make a call on a server, call the Walk Score API, and understand the interaction written in JavaScript language. After revieweing this sample, developers have opportunities of API integration that include to add Walk Score into a site, add Walk Score into property listings, and enable searching by Walk Score.","Real Estate, Addresses, Mapping",https://www.programmableweb.com/sample-source-code/walk-score-javascript-sample-code-walk-score,https://www.walkscore.com/professional/api-sample-code.php,,JavaScript
200," The MailChimp PHP Sample Code by Josh Williams demonstrates how to set up the wrapper, make API calls, and consume results. Although developers can consult the API v2 documentation for testing purposes, this example should offer a framework to start. Installation guide included. Invitation open for developers who want to contribute.","Email, Business, Marketing",https://www.programmableweb.com/sample-source-code/mailchimp-php-sample-code-josh-williams,https://github.com/mailchimp/mcapi2-php-examples,,PHP
201," The MailChimp Node.js sample code by Pete Holiday explains with an application the way to interact with the official wrapper. It allows developers to set up a common environment for integration, make API calls, and display the results. Node.js wrapper available at https://www.npmjs.com/package/mailchimp-api","Email, Business, Marketing",https://www.programmableweb.com/sample-source-code/mailchimp-node.js-sample-code-pete-holiday,https://github.com/mailchimp/mcapi2-node-examples,,Node.js
202, This example provides source code for generating a server side address and process payment callback in Java programming language for the Blockchain Receive Payments API.,"Payments, eCommerce",https://www.programmableweb.com/sample-source-code/blockchain-receive-payment-java-sample-code-ben-reeves,https://github.com/blockchain/receive_payment_java,,Java
203, This sample provides source code for processing payments using Blockchain Receive Payments API and PHP programming language.,"Payments, eCommerce",https://www.programmableweb.com/sample-source-code/blockchain-receive-payments-php-sample-code-ben-reeves,https://github.com/blockchain/receive_payment_php_demo,,PHP
204," The PayPal Node.js Sample Code by PayPal demonstrate how to interact with the payments and invoicing features of the API. Examples include topics such as credit card, notifications, payments, sales, and subscriptions.","Payments, Invoicing",https://www.programmableweb.com/sample-source-code/paypal-node.js-sample-code-paypal,https://github.com/paypal/PayPal-node-SDK/tree/master/samples,,Node.js
205," The PayPal Java Sample Code by PayPal demonstrates how to interact with the Adaptive Accounts, Adaptive Payments, Permissions, Invoicing, and Merchant APIs. Resources include SDK integration available at http://paypal.github.io/sdk/.","Payments, Invoicing",https://www.programmableweb.com/sample-source-code/paypal-java-sample-code-paypal,https://github.com/paypal/codesamples-java,,Java
206," The Google Cast iOS Sample Code by Google provides guides to broadcast videos to a compatible big screen from an iOS mobile device. Includes dependencies, setup instructions, and documentation.","TV, Video",https://www.programmableweb.com/sample-source-code/google-cast-ios-sample-code-google,https://github.com/googlecast/CastVideos-ios,,Objective-C
207," The Google Cast Android Sample Code by Google demonstrates how to interact with the Remote Display API, useful to broadcast to a compatible big screen from an Android mobile device. Includes references and setup instructions.","TV, Video",https://www.programmableweb.com/sample-source-code/google-cast-android-sample-code-google,https://github.com/googlecast/CastRemoteDisplay-android,,Java
208," The Mendeley Ruby sample code by Mendeley, demonstrates how to perform a search for a catalog document using an identifier type, according to Mendeley Stack. Resources available on GitHub include sample code and the sample app that consumes the API.","Education, Annotations, Documents, Reference",https://www.programmableweb.com/sample-source-code/mendeley-ruby-sample-code-mendeley,https://github.com/Mendeley/mendeley-api-ruby-identifier-catalog-search,,Ruby
209," The Mendeley R sample code by Mendeley shares code and its respective application that consumes the Mendeley API. This app retrieves the number of users that have read a document according to a DOI, producing a barplot of readers by academic status. To run the example, register client at http://dev.mendeley.com/ and follow 3 more steps available on GitHub. Authored by Matt Thomson.","Education, Annotations, Documents, Reference",https://www.programmableweb.com/sample-source-code/mendeley-r-sample-code-mendeley,https://github.com/Mendeley/mendeley-api-r-example,,R
210," This is a Mendeley Python sample code by Mendeley, authored by Matt Thomson on GitHub. It demonstrates how an application consumed the Mendeley API and how the sample code could be of help for developers. The application was built with Flask and Jinja2. It contains instructions to run the app from beginning to end.","Education, Annotations, Documents, Reference",https://www.programmableweb.com/sample-source-code/mendeley-python-sample-code-mendeley,https://github.com/Mendeley/mendeley-api-python-example,,Python
211," The Mendeley JavaScript sample code by Mendeley supplements the SDK in the same language and the API available on the official site. What developers can find on GitHub, is an application that consumes the Mendeley API along with its respective code in JavaScript. Authored by Mendeley Stack.","Education, Annotations, Documents, Reference",https://www.programmableweb.com/sample-source-code/mendeley-javascript-sample-code-mendeley,https://github.com/Mendeley/mendeley-api-javascript-readership-map,,JavaScript
212," The Google Translate Ruby sample code by Google contains demonstrations to improve understanding of the API functionalities of Google Translate, Google AdSense, Google Calendar, Google Drive, Google Plus, and Google Prediction. Created by nat@natwelch.com","Translation, Language, Languages",https://www.programmableweb.com/sample-source-code/google-translate-ruby-sample-code-google,https://github.com/google/google-api-ruby-client-samples,,Ruby
213," In early stage, the Google Translate Node.js sample code displays a directory with variables and documents with analyticswrite, compute, customsearch, defaultauth, mediaupload, oauth2, and urlshortener. Created by Chris Bolin, software engineer at Jumpshell.","Translation, Language, Languages",https://www.programmableweb.com/sample-source-code/google-translate-node.js-sample-code-google,https://github.com/google/google-api-nodejs-client/tree/master/examples,,Node.js
214," This Google Translate sample code by Google is available in early stage to demonstrate how to interact with the API in Go language. Additional to the Translate API, developers have access to examples for MapsEngine, Calendar, and Gmail APIs.","Translation, Language, Languages",https://www.programmableweb.com/sample-source-code/google-translate-go-sample-code-google,https://code.google.com/p/google-api-go-client/source/browse/#hg%2Fexamples,,Go
215," The page in which the Google Translate Python sample code is available, contains running samples to use a command-line or to script Google App Engine locally. For both options, common steps include to access the Google Developer Console, create a new project, enable APIs, select credentials, and create new ClientID.","Translation, Language, Languages",https://www.programmableweb.com/sample-source-code/google-translate-python-sample-code-google,https://developers.google.com/api-client-library/python/samples/samples,,Python
216, This is a Google Translate sample code found on Google and available on GitHub. PHP language could assist users in the understanding of the API and the developing of translation projects. Project authored by woofyman99.,"Translation, Language, Languages",https://www.programmableweb.com/sample-source-code/google-translate-php-sample-code-google,https://github.com/google/google-api-php-client/tree/master/examples,,PHP
217, Google Translate JavaScript Sample Code by Google. This HTTPS resource in beta aims to demonstrate two main library functionalities: Loading an API and making a request &amp; Authorizing and making authorized requests. Additional samples are available in the project source at https://github.com/google/google-api-javascript-client#hg%2Fsamples,"Translation, Language, Languages",https://www.programmableweb.com/sample-source-code/google-translate-javascript-sample-code-google,https://developers.google.com/api-client-library/javascript/samples/samples,,JavaScript
218," The Instagram ActionScript sample code demonstrates how to interact with the API capabilities to share media and meet users. Author Khaled Garbaya created this project based on the Instagram ActionScript 3 library available at https://github.com/Khaledgarbaya/Instagras
For more information, contact khaledgarbaya@gmail.com","Social, Media, Photos, Video",https://www.programmableweb.com/sample-source-code/instagram-actionscript-sample-code-khaled-garbaya,https://github.com/Khaledgarbaya/Instagras-samples,,ActionScript
219," TripAdvisor tutorial slides that demonstrate how to integrate with the API. Created by Dick Brouwer, Director of Mobile Engineering at Trip Advisor. Video version is available at https://www.youtube.com/watch?v=bcfHyyeuVG8","Travel, Recommendations, Social",https://www.programmableweb.com/sample-source-code/tripadvisor-api-tutorial-tripadvisor,http://www.gsma.com/oneapi/wp-content/uploads/2014/03/3.-GSMA_OneAPI_Seminar_201...,,
220," ClickBank Python Sample Code by ClickBank. Displays how to interact with the API functionalities to request a refund for a customer's purchase, request a cancelation for a customer's subscription, and retrieve a list of transactions in a ClickBank account for a given time frame. The REST format supports Analytics, Images, Orders, Products, Shipping, Tickets, Sandbox, Ship Notice, Sandbox Product Creation, and Quickstats APIs.","eCommerce, Marketing, Products, Purchasing",https://www.programmableweb.com/sample-source-code/clickbank-python-sample-code-clickbank,https://api.clickbank.com/api/api_13_examples/api_example.py,,Python
221," ClickBank PHP Sample Code by ClickBank. Demonstrates how to interact with the capabilities of the API that include request refunds, request cancellations, and retrieve a list of transactions in a ClickBank account. Note that the API is for use for those developers in advanced stages, according to ClickBank.","eCommerce, Marketing, Products, Purchasing",https://www.programmableweb.com/sample-source-code/clickbank-php-sample-code-clickbank,https://api.clickbank.com/api/api_13_examples/api_example.php,,PHP
222," The ClickBank Java Sample Code by ClickBank demonstrates how to access the API with Android implementation in mind. With this Java sample, developers can access a number of supported ClickBank APIs that include Analytics API, Images API, Orders API, Products API, Shipping API, Tickets API, Sandbox API, Ship Notice API, Sandbox Product Creation API, and Quickstats API.","eCommerce, Marketing, Products, Purchasing",https://www.programmableweb.com/sample-source-code/clickbank-java-sample-code-clickbank,https://api.clickbank.com/api/api_13_examples/api_example.java,,Java
223," ClickBank is a global internet provider to sell and promote digital products. The ClickBank C# Sample Code is available with the aim to simplify interaction with the API, which includes functionalities to request a refund for a customer's purchase, request a cancellation for a customer's subscription, and retrieve a list of transactions in a ClickBank account. For additional integration resources, visit https://support.clickbank.com/entries/22821303-ClickBank-API","eCommerce, Marketing, Products, Purchasing",https://www.programmableweb.com/sample-source-code/clickbank-c-sample-code-clickbank,https://api.clickbank.com/api/api_13_examples/api_example.csharp,,C#
224," NationBuilder aims to be the world's first operating system for community. With features of people, website, communications, and finances; users can build customized applications associated with change agents, social activism, and civil rights. The NationBuilder Python Sample Code offers to simplify the interaction with the API providing guides for installation, OAuth2 service, token, and API session. To know more about what developers can build with Python, visit http://nationbuilder.com/developers","Social, Community, Government, Organization",https://www.programmableweb.com/sample-source-code/nationbuilder-python-sample-code-nationbuilder,http://nationbuilder.com/python_api_example,,Python
225," NationBuilder is a software for social change. It can be used by a community, the government, or an independent organization. The NationBuilder Ruby Sample Code demonstrates how to work with the OAuth2 Ruby gem to interact with NationBuilder. It contains instructions to build a client object, request an access token, consume resources, receive JSON responses, and refresh current token.","Social, Community, Government, Organization",https://www.programmableweb.com/sample-source-code/nationbuilder-ruby-sample-code-nationbuilder,http://nationbuilder.com/ruby_api_example,,Ruby
226," The official page of the NationBuilder Sample Codes demonstrates how to authenticate to a nation in PHP; add a person to a nation in PHP, Go, and Python; import pages from a CSV in Ruby; sync users between nation and a third party service in PHP; and manage events in a nation in C#. Includes endpoints, API explorer, and API developers forum with the aim to facilitate integration into websites and applications.","Social, Community, Government, Organization",https://www.programmableweb.com/sample-source-code/nationbuilder-sample-codes-nationbuilder,http://nationbuilder.com/api_code_samples,,"C#, Go, PHP, Python, Ruby"
227," The Google Drive REST API JavaScript Sample Code by Google demonstrates how to open and save files with the Google Drive API in JavaScript. This project authored by Steve Bazyl was built by AngularJS and installed with Gulp and Bower. Instructions provided to configure, build from source, and create a Google API project. To see the sample in action, visit http://googledrive.github.io/web-quickeditor/#/edit/","Cloud, File Sharing, Storage",https://www.programmableweb.com/sample-source-code/google-drive-rest-api-javascript-sample-code-google,https://github.com/googledrive/web-quickeditor,,JavaScript
